Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,15.2
2001,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,17.0
2002,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,18.9
2003,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,16.0
2004,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,22.6
2005,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,24.5
2006,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,26.4
2007,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,28.3
2008,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,30.3
2009,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,23.0
2010,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,19.2
2011,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,36.2
2012,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,38.1
2013,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,40.1
2014,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,36.0
2015,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,41.6
2016,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,53.1
2017,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,55.8
2018,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,61.2
2019,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,69.7
2020,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,71.5
2021,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,76.5
2022,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,76.0
2023,A,0,World Bank,EG_ACS_ELEC,404,None,PT,2025-05-19T00:00:00,2023,76.156
2000,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,6.6
2001,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,8.3
2002,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,10.0
2003,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,6.9
2004,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,13.4
2005,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,15.1
2006,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,16.9
2007,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,18.6
2008,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,20.4
2009,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,10.1
2010,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,7.2
2011,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,25.7
2012,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,27.5
2013,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,29.3
2014,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,25.1
2015,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,29.0
2016,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,42.1
2017,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,45.8
2018,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,51.6
2019,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,61.7
2020,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,62.7
2021,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,68.2
2022,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,65.0
2023,A,0,World Bank,EG_ACS_ELEC,404,R,PT,2025-05-19T00:00:00,2023,67.85512
2000,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,49.9
2001,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,51.6
2002,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,53.3
2003,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,50.2
2004,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,56.7
2005,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,58.5
2006,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,60.2
2007,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,62.0
2008,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,63.8
2009,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,65.6
2010,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,58.2
2011,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,69.3
2012,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,71.1
2013,A,0,World Bank,EG_ACS_ELEC,404,U,PT,2025-05-19T00:00:00,2023,73.0
